Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Polarity,Subjectivity,Sentiment_Category
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Resilience,7/18/2020 15:15,Twitter,resilience,35,70, Japan ,2020,7,18,15,0.0,0.0,Neutral
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Resilience,7/18/2020 15:15,Twitter,tightropewalk,35,70, Japan ,2020,7,18,15,0.0,0.0,Neutral
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Isolation,5/20/2022 20:30,Instagram,isolation,30,60, South Africa ,2022,5,20,20,-0.5,0.5,Negative
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Isolation,5/20/2022 20:30,Instagram,silentsolitude,30,60, South Africa ,2022,5,20,20,-0.5,0.5,Negative
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Regret,11/8/2019 14:45,Twitter,regret,18,35, Spain ,2019,11,8,14,0.0,0.0,Neutral
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Regret,11/8/2019 14:45,Twitter,fadingpossibilities,18,35, Spain ,2019,11,8,14,0.0,0.0,Neutral
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",Despair,3/28/2017 22:00,Facebook,despair,28,55, Australia ,2017,3,28,22,-0.2625,0.575,Negative
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",Despair,3/28/2017 22:00,Facebook,endlessreverberation,28,55, Australia ,2017,3,28,22,-0.2625,0.575,Negative
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Sorrow,9/15/2020 18:15,Instagram,sorrow,22,45, Canada ,2020,9,15,18,0.0,0.4,Neutral
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Sorrow,9/15/2020 18:15,Instagram,autumnleaves,22,45, Canada ,2020,9,15,18,0.0,0.4,Neutral
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",Desolation,6/10/2018 13:30,Twitter,desolation,20,40, UK ,2018,6,10,13,-0.2,0.25,Negative
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",Desolation,6/10/2018 13:30,Twitter,shatteredhopes,20,40, UK ,2018,6,10,13,-0.2,0.25,Negative
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",Grief,12/22/2016 21:45,Facebook,grief,25,50, USA ,2016,12,22,21,-0.1333333333333333,0.3,Negative
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",Grief,12/22/2016 21:45,Facebook,lostlovelonging,25,50, USA ,2016,12,22,21,-0.1333333333333333,0.3,Negative
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Betrayal,1/5/2021 16:20,Instagram,betrayal,15,30, Germany ,2021,1,5,16,-0.5,0.9,Negative
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Betrayal,1/5/2021 16:20,Instagram,closingwalls,15,30, Germany ,2021,1,5,16,-0.5,0.9,Negative
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",Heartbreak,4/18/2019 11:00,Twitter,heartbreak,22,45, Brazil ,2019,4,18,11,0.3,0.75,Positive
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",Heartbreak,4/18/2019 11:00,Twitter,calmafterstorm,22,45, Brazil ,2019,4,18,11,0.3,0.75,Positive
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",Despair,8/28/2017 19:30,Facebook,despair,18,35, India ,2017,8,28,19,0.0,0.0,Neutral
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",Despair,8/28/2017 19:30,Facebook,unraveledhope,18,35, India ,2017,8,28,19,0.0,0.0,Neutral
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Loss,2/10/2023 14:30,Instagram,loss,28,55, France ,2023,2,10,14,0.3666666666666667,0.5499999999999999,Positive
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Loss,2/10/2023 14:30,Instagram,silentsurrender,28,55, France ,2023,2,10,14,0.3666666666666667,0.5499999999999999,Positive
"In the void of heartache, echoes of a love song play, each note a pang of longing. ",Heartache,7/10/2022 22:15,Instagram,heartache,30,60, Japan ,2022,7,10,22,0.5,0.6,Positive
"In the void of heartache, echoes of a love song play, each note a pang of longing. ",Heartache,7/10/2022 22:15,Instagram,lovesonglonging,30,60, Japan ,2022,7,10,22,0.5,0.6,Positive
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",Nostalgia,5/15/2019 21:30,Twitter,nostalgia,18,35, Italy ,2019,5,15,21,0.0,0.0,Neutral
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",Nostalgia,5/15/2019 21:30,Twitter,cherishedmemories,18,35, Italy ,2019,5,15,21,0.0,0.0,Neutral
"In the symphony of grief, each tear is a note, composing a melancholic melody. ",Grief,11/28/2018 14:00,Facebook,grief,22,45, Germany ,2018,11,28,14,-0.8,0.2,Negative
"In the symphony of grief, each tear is a note, composing a melancholic melody. ",Grief,11/28/2018 14:00,Facebook,melancholicmelody,22,45, Germany ,2018,11,28,14,-0.8,0.2,Negative
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",Betrayal,3/2/2021 17:45,Instagram,betrayal,25,50, Canada ,2021,3,2,17,0.0,0.0,Neutral
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",Betrayal,3/2/2021 17:45,Instagram,poisonedtrust,25,50, Canada ,2021,3,2,17,0.0,0.0,Neutral
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",Despair,10/18/2016 19:30,Twitter,despair,20,40, USA ,2016,10,18,19,-0.1,0.0,Neutral
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",Despair,10/18/2016 19:30,Twitter,deepdescent,20,40, USA ,2016,10,18,19,-0.1,0.0,Neutral
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",Desolation,8/15/2020 12:30,Facebook,desolation,28,55, France ,2020,8,15,12,0.0,0.0,Neutral
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",Desolation,8/15/2020 12:30,Facebook,untoldsorrows,28,55, France ,2020,8,15,12,0.0,0.0,Neutral
"Swept away by the river of regret, the currents of the past refusing to release. ",Regret,4/28/2017 16:20,Instagram,regret,18,35, UK ,2017,4,28,16,-0.25,0.25,Negative
"Swept away by the river of regret, the currents of the past refusing to release. ",Regret,4/28/2017 16:20,Instagram,pastcurrents,18,35, UK ,2017,4,28,16,-0.25,0.25,Negative
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",Loss,9/10/2019 21:00,Twitter,loss,22,45, Australia ,2019,9,10,21,0.5,0.6,Positive
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",Loss,9/10/2019 21:00,Twitter,forgottenlove,22,45, Australia ,2019,9,10,21,0.5,0.6,Positive
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",Betrayal,1/28/2022 13:45,Facebook,betrayal,15,30, Brazil ,2022,1,28,13,-0.55,0.65,Negative
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",Betrayal,1/28/2022 13:45,Facebook,shatteredvows,15,30, Brazil ,2022,1,28,13,-0.55,0.65,Negative
"The echoes of solitude, a silent conversation between a soul and its shadows. ",Solitude,6/15/2016 22:30,Instagram,solitude,30,60, Spain ,2016,6,15,22,0.0,0.1,Neutral
"The echoes of solitude, a silent conversation between a soul and its shadows. ",Solitude,6/15/2016 22:30,Instagram,shadowconversation,30,60, Spain ,2016,6,15,22,0.0,0.1,Neutral
"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",Joy,8/20/2021 15:45,Instagram,joy,40,80, USA ,2021,8,20,15,0.4,0.2785714285714286,Positive
"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",Joy,8/20/2021 15:45,Instagram,simplemoments,40,80, USA ,2021,8,20,15,0.4,0.2785714285714286,Positive
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",Happiness,4/12/2018 18:30,Twitter,happiness,35,70, Canada ,2018,4,12,18,0.475,0.35,Positive
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",Happiness,4/12/2018 18:30,Twitter,spiritlifter,35,70, Canada ,2018,4,12,18,0.475,0.35,Positive
"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",Contentment,2/15/2022 12:20,Facebook,contentment,25,50, UK ,2022,2,15,12,0.4,0.1833333333333333,Positive
"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",Contentment,2/15/2022 12:20,Facebook,innerpeace,25,50, UK ,2022,2,15,12,0.4,0.1833333333333333,Positive
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",Enthusiasm,10/28/2019 14:15,Instagram,enthusiasm,30,60, Australia ,2019,10,28,14,0.1666666666666666,0.3333333333333333,Positive
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",Enthusiasm,10/28/2019 14:15,Instagram,hopefuljourney,30,60, Australia ,2019,10,28,14,0.1666666666666666,0.3333333333333333,Positive
"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",Gratitude,12/22/2017 21:00,Twitter,gratitude,22,45, India ,2017,12,22,21,0.35,0.55,Positive
"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",Gratitude,12/22/2017 21:00,Twitter,thankfulmelody,22,45, India ,2017,12,22,21,0.35,0.55,Positive
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",Accomplishment,6/10/2020 17:30,Facebook,accomplishment,28,55, Germany ,2020,6,10,17,0.7,0.2,Positive
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",Accomplishment,6/10/2020 17:30,Facebook,happinessmilestone,28,55, Germany ,2020,6,10,17,0.7,0.2,Positive
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",Positivity,9/18/2016 19:45,Instagram,positivity,18,35, France ,2016,9,18,19,0.0,0.0,Neutral
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",Positivity,9/18/2016 19:45,Instagram,soulupliftment,18,35, France ,2016,9,18,19,0.0,0.0,Neutral
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",Joy,3/10/2023 14:30,Twitter,joy,20,40, Japan ,2023,3,10,14,0.8,0.2,Positive
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",Joy,3/10/2023 14:30,Twitter,cherishedmoment,20,40, Japan ,2023,3,10,14,0.8,0.2,Positive
"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",Kindness,5/5/2019 12:15,Facebook,kindness,25,50, Brazil ,2019,5,5,12,0.5,0.6,Positive
"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",Kindness,5/5/2019 12:15,Facebook,lovestitches,25,50, Brazil ,2019,5,5,12,0.5,0.6,Positive
"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",Friendship,8/28/2018 16:00,Instagram,friendship,30,60, South Africa ,2018,8,28,16,0.0,0.0,Neutral
"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",Friendship,8/28/2018 16:00,Instagram,camaraderieblooms,30,60, South Africa ,2018,8,28,16,0.0,0.0,Neutral
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",Love,11/15/2022 20:45,Twitter,love,35,70, USA ,2022,11,15,20,0.5,0.6,Positive
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",Love,11/15/2022 20:45,Twitter,rhythmofaffection,35,70, USA ,2022,11,15,20,0.5,0.6,Positive
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",Joy,7/2/2019 17:00,Instagram,joy,40,80, Canada ,2019,7,2,17,0.3375,0.475,Positive
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",Joy,7/2/2019 17:00,Instagram,endlesssmiles,40,80, Canada ,2019,7,2,17,0.3375,0.475,Positive
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",Excitement,4/18/2021 14:20,Facebook,excitement,30,60, UK ,2021,4,18,14,0.0,0.0,Neutral
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",Excitement,4/18/2021 14:20,Facebook,ignitedsoul,30,60, UK ,2021,4,18,14,0.0,0.0,Neutral
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",Surprise,2/5/2023 19:30,Twitter,surprise,25,50, Australia ,2023,2,5,19,0.0,0.0,Neutral
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",Surprise,2/5/2023 19:30,Twitter,wonderfulmoment,25,50, Australia ,2023,2,5,19,0.0,0.0,Neutral
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",Curiosity,9/22/2018 12:45,Instagram,curiosity,22,45, India ,2018,9,22,12,0.0,0.0,Neutral
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",Curiosity,9/22/2018 12:45,Instagram,treasuresofdiscovery,22,45, India ,2018,9,22,12,0.0,0.0,Neutral
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",Gratitude,12/10/2016 21:15,Facebook,gratitude,28,55, Germany ,2016,12,10,21,0.0,0.0,Neutral
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",Gratitude,12/10/2016 21:15,Facebook,showerofthankfulness,28,55, Germany ,2016,12,10,21,0.0,0.0,Neutral
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",Inspiration,5/28/2020 16:00,Twitter,inspiration,18,35, France ,2020,5,28,16,0.0,0.0,Neutral
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",Inspiration,5/28/2020 16:00,Twitter,brillianttrails,18,35, France ,2020,5,28,16,0.0,0.0,Neutral
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",Success,11/15/2017 22:30,Instagram,success,22,45, Japan ,2017,11,15,22,0.35,0.35,Positive
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",Success,11/15/2017 22:30,Instagram,nightskytriumph,22,45, Japan ,2017,11,15,22,0.35,0.35,Positive
"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",Happiness,8/2/2021 19:00,Facebook,happiness,30,60, Brazil ,2021,8,2,19,0.1666666666666666,0.6333333333333333,Positive
"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",Happiness,8/2/2021 19:00,Facebook,boundlesslaughter,30,60, Brazil ,2021,8,2,19,0.1666666666666666,0.6333333333333333,Positive
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",Thrill,3/28/2019 15:30,Instagram,thrill,35,70, South Africa ,2019,3,28,15,0.1,0.4,Neutral
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",Thrill,3/28/2019 15:30,Instagram,wildheartride,35,70, South Africa ,2019,3,28,15,0.1,0.4,Neutral
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",Reflection,5/12/2018 17:30,Twitter,reflection,28,55, France ,2018,5,12,17,0.0,0.0,Neutral
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",Reflection,5/12/2018 17:30,Twitter,parisiandreams,28,55, France ,2018,5,12,17,0.0,0.0,Neutral
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",Enchantment,9/28/2022 15:45,Instagram,enchantment,30,60, USA ,2022,9,28,15,0.0,0.0,Neutral
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",Enchantment,9/28/2022 15:45,Instagram,childhoodfantasies,30,60, USA ,2022,9,28,15,0.0,0.0,Neutral
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",Excitement,11/10/2019 14:00,Facebook,excitement,22,45, Italy ,2019,11,10,14,0.0,0.0,Neutral
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",Excitement,11/10/2019 14:00,Facebook,symphonyofspeed,22,45, Italy ,2019,11,10,14,0.0,0.0,Neutral
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",Joy,4/2/2021 18:20,Instagram,joy,35,70, Netherlands ,2021,4,2,18,0.8,0.2,Positive
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",Joy,4/2/2021 18:20,Instagram,springtimecolors,35,70, Netherlands ,2021,4,2,18,0.8,0.2,Positive
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",Exploration,8/22/2017 21:30,Twitter,exploration,18,35, Japan ,2017,8,22,21,0.0,0.0,Neutral
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",Exploration,8/22/2017 21:30,Twitter,japanesetraditions,18,35, Japan ,2017,8,22,21,0.0,0.0,Neutral
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",Awe,6/15/2020 16:45,Instagram,awe,25,50, USA ,2020,6,15,16,0.5,1.0,Positive
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",Awe,6/15/2020 16:45,Instagram,earthsgrandeur,25,50, USA ,2020,6,15,16,0.5,1.0,Positive
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",Serenity,9/10/2016 19:15,Facebook,serenity,22,45, Greece ,2016,9,10,19,0.0,0.0,Neutral
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",Serenity,9/10/2016 19:15,Facebook,sunsethues,22,45, Greece ,2016,9,10,19,0.0,0.0,Neutral
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ",Amazement,1/28/2023 13:00,Twitter,amazement,30,60, Jordan ,2023,1,28,13,0.0,0.0,Neutral
